date,ticker,close_price
2024-01-06,AAPL,110.6152
2024-01-06,MSFT,317.6873
2024-01-06,AMZN,50.1665
2024-01-06,GOOGL,142.2572
2024-01-06,NVDA,256.8846
2024-01-06,META,262.0948
2024-01-06,JPM,326.9326
2024-01-06,V,218.7846
2024-01-06,UNH,232.1346
2024-01-06,HD,302.5305
2024-01-06,COST,234.5485
2024-01-06,PEP,266.7657
2024-01-06,KO,366.1738
2024-01-06,TMO,187.9578
2024-01-06,CRM,185.129
2024-01-06,ADBE,50.9291
2024-01-06,NFLX,267.5834
2024-01-06,ORCL,59.1454
2024-01-06,INTC,233.6076
2024-01-06,CSCO,340.387
2024-01-06,IEF,114.448
2024-01-06,TLT,96.2994
2024-01-06,AGG,127.0635
2024-01-06,BND,96.8667
2024-01-06,LQD,125.0074
2024-01-06,HYG,116.0927
2024-01-06,CASH,1.0
2024-01-07,AAPL,110.8285
2024-01-07,MSFT,317.8199
2024-01-07,AMZN,51.2493
2024-01-07,GOOGL,141.6559
2024-01-07,NVDA,256.8451
2024-01-07,META,266.7499
2024-01-07,JPM,327.5748
2024-01-07,V,221.8136
2024-01-07,UNH,229.6425
2024-01-07,HD,301.8457
2024-01-07,COST,238.7735
2024-01-07,PEP,264.654
2024-01-07,KO,365.5822
2024-01-07,TMO,188.5744
2024-01-07,CRM,182.9686
2024-01-07,ADBE,50.6864
2024-01-07,NFLX,267.9986
2024-01-07,ORCL,59.1903
2024-01-07,INTC,237.2436
2024-01-07,CSCO,346.7514
2024-01-07,IEF,114.079
2024-01-07,TLT,96.3615
2024-01-07,AGG,127.4316
2024-01-07,BND,97.4736
2024-01-07,LQD,125.3917
2024-01-07,HYG,116.251
2024-01-07,CASH,1.0
2024-01-08,AAPL,111.7371
2024-01-08,MSFT,320.4531
2024-01-08,AMZN,50.689
2024-01-08,GOOGL,142.012
2024-01-08,NVDA,261.3938
2024-01-08,META,266.1395
2024-01-08,JPM,328.1491
2024-01-08,V,221.2125
2024-01-08,UNH,223.3121
2024-01-08,HD,301.9807
2024-01-08,COST,239.6859
2024-01-08,PEP,263.0793
2024-01-08,KO,360.5899
2024-01-08,TMO,186.6194
2024-01-08,CRM,184.6831
2024-01-08,ADBE,51.8963
2024-01-08,NFLX,272.4981
2024-01-08,ORCL,58.2473
2024-01-08,INTC,239.7241
2024-01-08,CSCO,344.0613
2024-01-08,IEF,113.8361
2024-01-08,TLT,96.2027
2024-01-08,AGG,127.817
2024-01-08,BND,97.8671
2024-01-08,LQD,125.3676
2024-01-08,HYG,116.2365
2024-01-08,CASH,1.0
2024-01-09,AAPL,112.382
2024-01-09,MSFT,322.7014
2024-01-09,AMZN,51.4146
2024-01-09,GOOGL,139.8516
2024-01-09,NVDA,261.5089
2024-01-09,META,262.7818
2024-01-09,JPM,328.0141
2024-01-09,V,220.6563
2024-01-09,UNH,223.2315
2024-01-09,HD,299.143
2024-01-09,COST,235.4561
2024-01-09,PEP,256.5199
2024-01-09,KO,360.0944
2024-01-09,TMO,185.6915
2024-01-09,CRM,183.222
2024-01-09,ADBE,52.7303
2024-01-09,NFLX,269.7423
2024-01-09,ORCL,59.2493
2024-01-09,INTC,244.4433
2024-01-09,CSCO,336.0754
2024-01-09,IEF,113.901
2024-01-09,TLT,96.0682
2024-01-09,AGG,126.3539
2024-01-09,BND,97.3212
2024-01-09,LQD,125.7813
2024-01-09,HYG,117.1986
2024-01-09,CASH,1.0
2024-01-10,AAPL,113.6218
2024-01-10,MSFT,324.0192
2024-01-10,AMZN,51.4117
2024-01-10,GOOGL,142.7035
2024-01-10,NVDA,268.3026
2024-01-10,META,260.9839
2024-01-10,JPM,320.2075
2024-01-10,V,215.1447
2024-01-10,UNH,226.8172
2024-01-10,HD,299.0339
2024-01-10,COST,236.0209
2024-01-10,PEP,251.0592
2024-01-10,KO,356.9118
2024-01-10,TMO,185.0702
2024-01-10,CRM,183.7156
2024-01-10,ADBE,52.4886
2024-01-10,NFLX,266.4385
2024-01-10,ORCL,58.7033
2024-01-10,INTC,248.0366
2024-01-10,CSCO,337.1298
2024-01-10,IEF,114.2027
2024-01-10,TLT,95.742
2024-01-10,AGG,124.8862
2024-01-10,BND,97.137
2024-01-10,LQD,125.3704
2024-01-10,HYG,117.3857
2024-01-10,CASH,1.0
2024-01-11,AAPL,118.1245
2024-01-11,MSFT,326.787
2024-01-11,AMZN,53.1099
2024-01-11,GOOGL,143.706
2024-01-11,NVDA,266.3282
2024-01-11,META,262.1257
2024-01-11,JPM,327.1136
2024-01-11,V,219.9112
2024-01-11,UNH,225.2966
2024-01-11,HD,300.0022
2024-01-11,COST,232.0201
2024-01-11,PEP,253.5939
2024-01-11,KO,363.6361
2024-01-11,TMO,185.1956
2024-01-11,CRM,182.281
2024-01-11,ADBE,52.7259
2024-01-11,NFLX,267.8265
2024-01-11,ORCL,58.7722
2024-01-11,INTC,248.6181
2024-01-11,CSCO,336.4941
2024-01-11,IEF,114.6805
2024-01-11,TLT,96.0431
2024-01-11,AGG,124.4201
2024-01-11,BND,96.7638
2024-01-11,LQD,125.2679
2024-01-11,HYG,117.7551
2024-01-11,CASH,1.0
2024-01-12,AAPL,118.3579
2024-01-12,MSFT,324.3303
2024-01-12,AMZN,53.2872
2024-01-12,GOOGL,143.1643
2024-01-12,NVDA,269.1955
2024-01-12,META,263.2257
2024-01-12,JPM,325.9414
2024-01-12,V,220.5661
2024-01-12,UNH,228.897
2024-01-12,HD,298.0115
2024-01-12,COST,233.1876
2024-01-12,PEP,253.4301
2024-01-12,KO,365.5721
2024-01-12,TMO,183.778
2024-01-12,CRM,182.5588
2024-01-12,ADBE,53.4374
2024-01-12,NFLX,264.8686
2024-01-12,ORCL,57.8464
2024-01-12,INTC,244.8149
2024-01-12,CSCO,331.8343
2024-01-12,IEF,114.9765
2024-01-12,TLT,95.5222
2024-01-12,AGG,124.2967
2024-01-12,BND,97.0224
2024-01-12,LQD,125.5018
2024-01-12,HYG,117.5971
2024-01-12,CASH,1.0
2024-01-13,AAPL,118.6528
2024-01-13,MSFT,324.8121
2024-01-13,AMZN,53.1545
2024-01-13,GOOGL,142.8307
2024-01-13,NVDA,276.4705
2024-01-13,META,265.8347
2024-01-13,JPM,335.7092
2024-01-13,V,219.2949
2024-01-13,UNH,228.7094
2024-01-13,HD,293.3073
2024-01-13,COST,230.9688
2024-01-13,PEP,259.2649
2024-01-13,KO,363.3551
2024-01-13,TMO,188.0474
2024-01-13,CRM,179.8715
2024-01-13,ADBE,52.7726
2024-01-13,NFLX,263.837
2024-01-13,ORCL,57.8137
2024-01-13,INTC,247.5757
2024-01-13,CSCO,333.6956
2024-01-13,IEF,114.808
2024-01-13,TLT,95.4904
2024-01-13,AGG,124.163
2024-01-13,BND,96.6869
2024-01-13,LQD,125.0811
2024-01-13,HYG,118.1041
2024-01-13,CASH,1.0
2024-01-14,AAPL,116.0735
2024-01-14,MSFT,331.1811
2024-01-14,AMZN,52.9463
2024-01-14,GOOGL,141.5352
2024-01-14,NVDA,278.9801
2024-01-14,META,270.6258
2024-01-14,JPM,340.2787
2024-01-14,V,220.6594
2024-01-14,UNH,231.738
2024-01-14,HD,287.3244
2024-01-14,COST,229.5687
2024-01-14,PEP,256.4819
2024-01-14,KO,368.7675
2024-01-14,TMO,187.2197
2024-01-14,CRM,181.7323
2024-01-14,ADBE,53.1225
2024-01-14,NFLX,261.1597
2024-01-14,ORCL,57.4181
2024-01-14,INTC,251.469
2024-01-14,CSCO,330.6571
2024-01-14,IEF,114.8883
2024-01-14,TLT,95.2106
2024-01-14,AGG,124.0319
2024-01-14,BND,96.6883
2024-01-14,LQD,124.7144
2024-01-14,HYG,117.674
2024-01-14,CASH,1.0
2024-01-15,AAPL,116.4955
2024-01-15,MSFT,327.8902
2024-01-15,AMZN,52.4419
2024-01-15,GOOGL,139.9686
2024-01-15,NVDA,278.775
2024-01-15,META,273.7446
2024-01-15,JPM,346.4984
2024-01-15,V,218.7814
2024-01-15,UNH,237.7641
2024-01-15,HD,283.9177
2024-01-15,COST,232.5996
2024-01-15,PEP,254.312
2024-01-15,KO,364.9872
2024-01-15,TMO,185.5839
2024-01-15,CRM,181.6542
2024-01-15,ADBE,53.5028
2024-01-15,NFLX,263.3112
2024-01-15,ORCL,56.7791
2024-01-15,INTC,248.5329
2024-01-15,CSCO,327.0861
2024-01-15,IEF,114.8601
2024-01-15,TLT,95.1496
2024-01-15,AGG,123.5853
2024-01-15,BND,96.812
2024-01-15,LQD,125.8681
2024-01-15,HYG,117.4599
2024-01-15,CASH,1.0
2024-01-16,AAPL,115.9128
2024-01-16,MSFT,330.1579
2024-01-16,AMZN,52.1007
2024-01-16,GOOGL,141.1202
2024-01-16,NVDA,276.4271
2024-01-16,META,279.8177
2024-01-16,JPM,348.0013
2024-01-16,V,217.1973
2024-01-16,UNH,236.132
2024-01-16,HD,282.224
2024-01-16,COST,236.4777
2024-01-16,PEP,250.4909
2024-01-16,KO,362.1348
2024-01-16,TMO,184.3702
2024-01-16,CRM,181.6564
2024-01-16,ADBE,53.3394
2024-01-16,NFLX,258.652
2024-01-16,ORCL,56.5181
2024-01-16,INTC,248.2857
2024-01-16,CSCO,324.6862
2024-01-16,IEF,115.1986
2024-01-16,TLT,95.5185
2024-01-16,AGG,123.5712
2024-01-16,BND,96.9206
2024-01-16,LQD,124.8052
2024-01-16,HYG,117.2856
2024-01-16,CASH,1.0
2024-01-17,AAPL,117.3336
2024-01-17,MSFT,328.5463
2024-01-17,AMZN,51.6502
2024-01-17,GOOGL,145.0056
2024-01-17,NVDA,282.5164
2024-01-17,META,281.4437
2024-01-17,JPM,352.827
2024-01-17,V,211.4392
2024-01-17,UNH,233.9476
2024-01-17,HD,280.6888
2024-01-17,COST,235.8554
2024-01-17,PEP,249.0683
2024-01-17,KO,351.1257
2024-01-17,TMO,185.2612
2024-01-17,CRM,182.8778
2024-01-17,ADBE,54.3754
2024-01-17,NFLX,256.2569
2024-01-17,ORCL,55.9392
2024-01-17,INTC,240.3505
2024-01-17,CSCO,323.6073
2024-01-17,IEF,115.6369
2024-01-17,TLT,95.3039
2024-01-17,AGG,124.6554
2024-01-17,BND,96.8405
2024-01-17,LQD,124.9036
2024-01-17,HYG,116.6695
2024-01-17,CASH,1.0
2024-01-18,AAPL,117.7615
2024-01-18,MSFT,320.8085
2024-01-18,AMZN,52.0904
2024-01-18,GOOGL,146.2951
2024-01-18,NVDA,287.1812
2024-01-18,META,278.0552
2024-01-18,JPM,353.5774
2024-01-18,V,212.912
2024-01-18,UNH,235.2361
2024-01-18,HD,277.8304
2024-01-18,COST,229.1326
2024-01-18,PEP,250.1551
2024-01-18,KO,350.5534
2024-01-18,TMO,184.0384
2024-01-18,CRM,184.5909
2024-01-18,ADBE,54.357
2024-01-18,NFLX,252.2516
2024-01-18,ORCL,54.6539
2024-01-18,INTC,237.1424
2024-01-18,CSCO,332.9648
2024-01-18,IEF,115.9943
2024-01-18,TLT,95.3948
2024-01-18,AGG,124.5898
2024-01-18,BND,96.764
2024-01-18,LQD,125.5117
2024-01-18,HYG,116.4639
2024-01-18,CASH,1.0
2024-01-19,AAPL,118.6003
2024-01-19,MSFT,319.5313
2024-01-19,AMZN,53.3136
2024-01-19,GOOGL,147.6275
2024-01-19,NVDA,291.5311
2024-01-19,META,276.1609
2024-01-19,JPM,358.1377
2024-01-19,V,212.156
2024-01-19,UNH,235.5937
2024-01-19,HD,283.3372
2024-01-19,COST,226.3112
2024-01-19,PEP,250.8153
2024-01-19,KO,352.466
2024-01-19,TMO,185.2236
2024-01-19,CRM,183.6293
2024-01-19,ADBE,55.7287
2024-01-19,NFLX,248.3822
2024-01-19,ORCL,55.6216
2024-01-19,INTC,240.6476
2024-01-19,CSCO,340.6266
2024-01-19,IEF,115.2806
2024-01-19,TLT,95.0824
2024-01-19,AGG,125.3582
2024-01-19,BND,96.0569
2024-01-19,LQD,124.7303
2024-01-19,HYG,116.2597
2024-01-19,CASH,1.0
2024-01-20,AAPL,118.8973
2024-01-20,MSFT,325.7004
2024-01-20,AMZN,53.2058
2024-01-20,GOOGL,146.5795
2024-01-20,NVDA,292.6787
2024-01-20,META,277.7723
2024-01-20,JPM,360.1056
2024-01-20,V,211.7453
2024-01-20,UNH,230.1136
2024-01-20,HD,280.2739
2024-01-20,COST,230.2136
2024-01-20,PEP,251.4285
2024-01-20,KO,351.1724
2024-01-20,TMO,187.746
2024-01-20,CRM,181.1757
2024-01-20,ADBE,55.5892
2024-01-20,NFLX,248.8425
2024-01-20,ORCL,55.3381
2024-01-20,INTC,240.9867
2024-01-20,CSCO,339.9275
2024-01-20,IEF,114.6584
2024-01-20,TLT,95.1704
2024-01-20,AGG,124.7172
2024-01-20,BND,96.1397
2024-01-20,LQD,125.4408
2024-01-20,HYG,116.1523
2024-01-20,CASH,1.0
2024-01-21,AAPL,117.2496
2024-01-21,MSFT,325.2692
2024-01-21,AMZN,52.6852
2024-01-21,GOOGL,147.6546
2024-01-21,NVDA,292.2175
2024-01-21,META,283.527
2024-01-21,JPM,365.2032
2024-01-21,V,211.3986
2024-01-21,UNH,232.1357
2024-01-21,HD,279.0074
2024-01-21,COST,230.3534
2024-01-21,PEP,250.3883
2024-01-21,KO,354.4725
2024-01-21,TMO,191.012
2024-01-21,CRM,182.9483
2024-01-21,ADBE,56.2153
2024-01-21,NFLX,251.6485
2024-01-21,ORCL,55.7153
2024-01-21,INTC,237.7403
2024-01-21,CSCO,346.934
2024-01-21,IEF,115.5089
2024-01-21,TLT,95.1004
2024-01-21,AGG,124.5572
2024-01-21,BND,96.3945
2024-01-21,LQD,125.7423
2024-01-21,HYG,116.0817
2024-01-21,CASH,1.0
2024-01-22,AAPL,115.5143
2024-01-22,MSFT,326.5275
2024-01-22,AMZN,53.0444
2024-01-22,GOOGL,148.9701
2024-01-22,NVDA,293.5008
2024-01-22,META,282.6613
2024-01-22,JPM,369.6324
2024-01-22,V,211.608
2024-01-22,UNH,230.887
2024-01-22,HD,278.4584
2024-01-22,COST,225.5732
2024-01-22,PEP,249.8908
2024-01-22,KO,357.4718
2024-01-22,TMO,191.8291
2024-01-22,CRM,186.3233
2024-01-22,ADBE,56.0491
2024-01-22,NFLX,253.1705
2024-01-22,ORCL,56.2564
2024-01-22,INTC,244.4717
2024-01-22,CSCO,347.606
2024-01-22,IEF,115.0496
2024-01-22,TLT,95.442
2024-01-22,AGG,125.5117
2024-01-22,BND,96.2894
2024-01-22,LQD,126.1905
2024-01-22,HYG,116.6755
2024-01-22,CASH,1.0
2024-01-23,AAPL,116.9472
2024-01-23,MSFT,327.0848
2024-01-23,AMZN,52.6104
2024-01-23,GOOGL,148.8546
2024-01-23,NVDA,295.1747
2024-01-23,META,285.7984
2024-01-23,JPM,371.1876
2024-01-23,V,210.6856
2024-01-23,UNH,232.4719
2024-01-23,HD,281.388
2024-01-23,COST,226.6459
2024-01-23,PEP,247.4333
2024-01-23,KO,356.7651
2024-01-23,TMO,194.0493
2024-01-23,CRM,183.2683
2024-01-23,ADBE,54.6525
2024-01-23,NFLX,257.8027
2024-01-23,ORCL,56.6129
2024-01-23,INTC,246.3005
2024-01-23,CSCO,343.1839
2024-01-23,IEF,115.412
2024-01-23,TLT,95.5662
2024-01-23,AGG,124.7414
2024-01-23,BND,96.8572
2024-01-23,LQD,126.2958
2024-01-23,HYG,116.5139
2024-01-23,CASH,1.0
2024-01-24,AAPL,116.4401
2024-01-24,MSFT,319.2404
2024-01-24,AMZN,52.9955
2024-01-24,GOOGL,149.3521
2024-01-24,NVDA,294.5463
2024-01-24,META,290.2402
2024-01-24,JPM,365.0978
2024-01-24,V,209.2189
2024-01-24,UNH,230.1472
2024-01-24,HD,280.5029
2024-01-24,COST,226.8747
2024-01-24,PEP,248.7596
2024-01-24,KO,355.351
2024-01-24,TMO,192.0451
2024-01-24,CRM,187.0129
2024-01-24,ADBE,56.245
2024-01-24,NFLX,258.2975
2024-01-24,ORCL,56.1101
2024-01-24,INTC,250.7107
2024-01-24,CSCO,337.2944
2024-01-24,IEF,115.2805
2024-01-24,TLT,95.3192
2024-01-24,AGG,124.1878
2024-01-24,BND,96.7681
2024-01-24,LQD,125.8845
2024-01-24,HYG,116.5431
2024-01-24,CASH,1.0
2024-01-25,AAPL,116.5014
2024-01-25,MSFT,316.924
2024-01-25,AMZN,52.7705
2024-01-25,GOOGL,148.9683
2024-01-25,NVDA,297.4676
2024-01-25,META,289.7813
2024-01-25,JPM,368.784
2024-01-25,V,210.7316
2024-01-25,UNH,231.7716
2024-01-25,HD,285.2305
2024-01-25,COST,223.8726
2024-01-25,PEP,247.3968
2024-01-25,KO,362.9412
2024-01-25,TMO,191.4905
2024-01-25,CRM,180.7327
2024-01-25,ADBE,56.1193
2024-01-25,NFLX,258.7675
2024-01-25,ORCL,54.3592
2024-01-25,INTC,254.774
2024-01-25,CSCO,334.4731
2024-01-25,IEF,115.4551
2024-01-25,TLT,95.2521
2024-01-25,AGG,123.5726
2024-01-25,BND,96.3731
2024-01-25,LQD,125.4388
2024-01-25,HYG,117.0726
2024-01-25,CASH,1.0
2024-01-26,AAPL,116.3184
2024-01-26,MSFT,315.0027
2024-01-26,AMZN,52.1892
2024-01-26,GOOGL,151.1363
2024-01-26,NVDA,302.7537
2024-01-26,META,293.9591
2024-01-26,JPM,371.037
2024-01-26,V,211.5066
2024-01-26,UNH,228.4361
2024-01-26,HD,284.4462
2024-01-26,COST,222.0802
2024-01-26,PEP,242.0268
2024-01-26,KO,367.6175
2024-01-26,TMO,189.9298
2024-01-26,CRM,183.3626
2024-01-26,ADBE,56.7243
2024-01-26,NFLX,260.5479
2024-01-26,ORCL,54.7698
2024-01-26,INTC,252.9438
2024-01-26,CSCO,341.9968
2024-01-26,IEF,115.4981
2024-01-26,TLT,95.3862
2024-01-26,AGG,123.2765
2024-01-26,BND,96.0334
2024-01-26,LQD,125.7034
2024-01-26,HYG,117.1978
2024-01-26,CASH,1.0
2024-01-27,AAPL,115.2399
2024-01-27,MSFT,309.6284
2024-01-27,AMZN,51.4043
2024-01-27,GOOGL,153.3359
2024-01-27,NVDA,300.5863
2024-01-27,META,292.8224
2024-01-27,JPM,377.5687
2024-01-27,V,208.7008
2024-01-27,UNH,226.489
2024-01-27,HD,281.879
2024-01-27,COST,226.4367
2024-01-27,PEP,247.8646
2024-01-27,KO,371.0065
2024-01-27,TMO,191.7533
2024-01-27,CRM,182.1223
2024-01-27,ADBE,58.0612
2024-01-27,NFLX,261.437
2024-01-27,ORCL,55.3415
2024-01-27,INTC,252.674
2024-01-27,CSCO,340.9652
2024-01-27,IEF,116.2895
2024-01-27,TLT,95.6112
2024-01-27,AGG,124.0168
2024-01-27,BND,96.1507
2024-01-27,LQD,125.302
2024-01-27,HYG,116.9478
2024-01-27,CASH,1.0
2024-01-28,AAPL,115.4053
2024-01-28,MSFT,307.3625
2024-01-28,AMZN,50.7315
2024-01-28,GOOGL,155.5772
2024-01-28,NVDA,298.6811
2024-01-28,META,293.3665
2024-01-28,JPM,378.986
2024-01-28,V,207.2696
2024-01-28,UNH,230.4774
2024-01-28,HD,278.1566
2024-01-28,COST,227.1929
2024-01-28,PEP,248.6462
2024-01-28,KO,370.8391
2024-01-28,TMO,188.8074
2024-01-28,CRM,184.0619
2024-01-28,ADBE,58.5908
2024-01-28,NFLX,259.3699
2024-01-28,ORCL,55.8224
2024-01-28,INTC,253.8613
2024-01-28,CSCO,335.7937
2024-01-28,IEF,115.9156
2024-01-28,TLT,96.0656
2024-01-28,AGG,124.1951
2024-01-28,BND,95.9529
2024-01-28,LQD,124.8967
2024-01-28,HYG,116.7301
2024-01-28,CASH,1.0
2024-01-29,AAPL,114.8129
2024-01-29,MSFT,304.3038
2024-01-29,AMZN,49.6813
2024-01-29,GOOGL,157.7367
2024-01-29,NVDA,302.2197
2024-01-29,META,288.9428
2024-01-29,JPM,379.6817
2024-01-29,V,205.0669
2024-01-29,UNH,229.8
2024-01-29,HD,277.0615
2024-01-29,COST,226.0719
2024-01-29,PEP,254.6723
2024-01-29,KO,368.9538
2024-01-29,TMO,187.0139
2024-01-29,CRM,182.4143
2024-01-29,ADBE,59.3364
2024-01-29,NFLX,254.2797
2024-01-29,ORCL,55.3227
2024-01-29,INTC,258.3196
2024-01-29,CSCO,336.844
2024-01-29,IEF,116.0277
2024-01-29,TLT,96.9042
2024-01-29,AGG,124.3423
2024-01-29,BND,95.7003
2024-01-29,LQD,124.7808
2024-01-29,HYG,116.2233
2024-01-29,CASH,1.0
2024-01-30,AAPL,116.5662
2024-01-30,MSFT,306.4627
2024-01-30,AMZN,50.3615
2024-01-30,GOOGL,160.0642
2024-01-30,NVDA,300.778
2024-01-30,META,285.7249
2024-01-30,JPM,379.522
2024-01-30,V,202.9603
2024-01-30,UNH,230.3009
2024-01-30,HD,280.8808
2024-01-30,COST,225.661
2024-01-30,PEP,255.1816
2024-01-30,KO,368.6121
2024-01-30,TMO,188.8527
2024-01-30,CRM,180.9891
2024-01-30,ADBE,57.7843
2024-01-30,NFLX,255.7673
2024-01-30,ORCL,55.9896
2024-01-30,INTC,259.755
2024-01-30,CSCO,334.3235
2024-01-30,IEF,115.5242
2024-01-30,TLT,97.1152
2024-01-30,AGG,124.4376
2024-01-30,BND,95.6712
2024-01-30,LQD,125.7154
2024-01-30,HYG,115.8064
2024-01-30,CASH,1.0
2024-01-31,AAPL,119.0724
2024-01-31,MSFT,306.6409
2024-01-31,AMZN,49.2623
2024-01-31,GOOGL,159.752
2024-01-31,NVDA,304.3013
2024-01-31,META,284.5304
2024-01-31,JPM,372.8814
2024-01-31,V,202.6002
2024-01-31,UNH,227.978
2024-01-31,HD,282.5947
2024-01-31,COST,227.8004
2024-01-31,PEP,251.9981
2024-01-31,KO,365.5638
2024-01-31,TMO,190.6052
2024-01-31,CRM,179.16
2024-01-31,ADBE,57.0455
2024-01-31,NFLX,252.2008
2024-01-31,ORCL,56.2373
2024-01-31,INTC,260.7706
2024-01-31,CSCO,331.646
2024-01-31,IEF,115.5496
2024-01-31,TLT,97.7279
2024-01-31,AGG,123.9776
2024-01-31,BND,94.9435
2024-01-31,LQD,125.9694
2024-01-31,HYG,115.7784
2024-01-31,CASH,1.0
2024-02-01,AAPL,118.0817
2024-02-01,MSFT,309.1017
2024-02-01,AMZN,49.7683
2024-02-01,GOOGL,155.5506
2024-02-01,NVDA,301.9791
2024-02-01,META,292.5001
2024-02-01,JPM,375.5664
2024-02-01,V,204.2844
2024-02-01,UNH,231.2324
2024-02-01,HD,282.7091
2024-02-01,COST,230.0238
2024-02-01,PEP,254.2199
2024-02-01,KO,368.0016
2024-02-01,TMO,189.9068
2024-02-01,CRM,179.5657
2024-02-01,ADBE,56.6542
2024-02-01,NFLX,252.2901
2024-02-01,ORCL,55.46
2024-02-01,INTC,258.3487
2024-02-01,CSCO,330.5888
2024-02-01,IEF,115.1365
2024-02-01,TLT,97.55
2024-02-01,AGG,123.9211
2024-02-01,BND,95.1152
2024-02-01,LQD,126.4729
2024-02-01,HYG,115.5868
2024-02-01,CASH,1.0
2024-02-02,AAPL,119.9972
2024-02-02,MSFT,312.645
2024-02-02,AMZN,50.0793
2024-02-02,GOOGL,155.8685
2024-02-02,NVDA,303.1959
2024-02-02,META,296.7252
2024-02-02,JPM,381.156
2024-02-02,V,207.5978
2024-02-02,UNH,231.3933
2024-02-02,HD,284.6483
2024-02-02,COST,233.7784
2024-02-02,PEP,252.3681
2024-02-02,KO,366.6691
