portfolio_id,ticker,asset_class,quantity
P00049,JPM,Equity,52.0
P00049,NVDA,Equity,70.0
P00049,HYG,Bonds,149.0
P00049,META,Equity,65.0
P00049,COST,Equity,26.0
P00049,CASH,Cash,3960.07
P00049,BND,Bonds,152.0
P00049,KO,Equity,65.0
P00050,HD,Equity,79.0
P00050,LQD,Bonds,88.0
P00050,JPM,Equity,32.0
P00050,INTC,Equity,63.0
P00050,TMO,Equity,30.0
P00050,HYG,Bonds,186.0
P00050,AAPL,Equity,69.0
P00050,CASH,Cash,8865.38
P00050,COST,Equity,61.0
P00051,LQD,Bonds,153.0
P00051,JPM,Equity,12.0
P00051,V,Equity,72.0
P00051,AGG,Bonds,105.0
P00051,UNH,Equity,66.0
P00051,META,Equity,29.0
P00051,NVDA,Equity,72.0
P00051,HYG,Bonds,83.0
P00051,CASH,Cash,711.33
P00051,ADBE,Equity,72.0
P00051,AMZN,Equity,11.0
P00051,NFLX,Equity,28.0
P00052,MSFT,Equity,76.0
P00052,LQD,Bonds,190.0
P00052,JPM,Equity,48.0
P00052,V,Equity,52.0
P00052,NVDA,Equity,38.0
P00052,AAPL,Equity,26.0
P00052,CASH,Cash,6908.96
P00052,AMZN,Equity,55.0
P00052,BND,Bonds,152.0
P00053,LQD,Bonds,160.0
P00053,JPM,Equity,64.0
P00053,ORCL,Equity,11.0
P00053,GOOGL,Equity,42.0
P00053,INTC,Equity,9.0
P00053,HYG,Bonds,114.0
P00053,TMO,Equity,38.0
P00053,CASH,Cash,17810.23
P00053,IEF,Bonds,76.0
P00053,ADBE,Equity,13.0
P00053,AMZN,Equity,15.0
P00053,KO,Equity,62.0
P00054,MSFT,Equity,51.0
P00054,V,Equity,12.0
P00054,NVDA,Equity,11.0
P00054,CASH,Cash,14168.9
P00054,CRM,Equity,10.0
P00054,IEF,Bonds,166.0
P00054,BND,Bonds,144.0
P00054,NFLX,Equity,11.0
P00055,ORCL,Equity,11.0
P00055,V,Equity,78.0
P00055,TLT,Bonds,81.0
P00055,UNH,Equity,32.0
P00055,TMO,Equity,65.0
P00055,HYG,Bonds,189.0
P00055,COST,Equity,78.0
P00055,CASH,Cash,15190.87
P00055,CRM,Equity,33.0
P00055,ADBE,Equity,11.0
P00055,BND,Bonds,157.0
P00055,NFLX,Equity,46.0
P00056,ORCL,Equity,36.0
P00056,V,Equity,72.0
P00056,AGG,Bonds,31.0
P00056,UNH,Equity,41.0
P00056,COST,Equity,5.0
P00056,CRM,Equity,40.0
P00056,IEF,Bonds,20.0
P00056,ADBE,Equity,13.0
P00056,NFLX,Equity,13.0
P00057,JPM,Equity,53.0
P00057,V,Equity,60.0
P00057,NVDA,Equity,48.0
P00057,HYG,Bonds,192.0
P00057,CASH,Cash,7809.98
P00057,KO,Equity,26.0
P00058,MSFT,Equity,70.0
P00058,ORCL,Equity,21.0
P00058,CASH,Cash,19282.84
P00058,COST,Equity,5.0
P00058,CRM,Equity,77.0
P00058,BND,Bonds,18.0
P00059,HD,Equity,71.0
P00059,INTC,Equity,44.0
P00059,CSCO,Equity,79.0
P00059,PEP,Equity,10.0
P00059,AAPL,Equity,46.0
P00059,IEF,Bonds,194.0
P00059,BND,Bonds,109.0
P00059,KO,Equity,52.0
P00060,LQD,Bonds,142.0
P00060,ORCL,Equity,39.0
P00060,V,Equity,52.0
P00060,GOOGL,Equity,48.0
P00060,AGG,Bonds,181.0
P00060,TMO,Equity,8.0
P00060,INTC,Equity,26.0
P00060,AAPL,Equity,76.0
P00060,ADBE,Equity,71.0
P00060,BND,Bonds,96.0
P00060,KO,Equity,51.0
P00061,LQD,Bonds,62.0
P00061,ORCL,Equity,19.0
P00061,META,Equity,39.0
P00061,NVDA,Equity,31.0
P00061,AAPL,Equity,48.0
P00061,CASH,Cash,2015.83
P00061,CRM,Equity,78.0
P00061,IEF,Bonds,197.0
P00061,BND,Bonds,142.0
P00061,KO,Equity,45.0
P00062,UNH,Equity,28.0
P00062,NVDA,Equity,66.0
P00062,META,Equity,56.0
P00062,CASH,Cash,3671.03
P00062,CRM,Equity,73.0
P00062,IEF,Bonds,166.0
P00063,AGG,Bonds,190.0
P00063,UNH,Equity,59.0
P00063,INTC,Equity,51.0
P00063,COST,Equity,36.0
P00063,CASH,Cash,18688.21
P00063,CRM,Equity,69.0
P00063,IEF,Bonds,18.0
P00063,ADBE,Equity,6.0
P00063,BND,Bonds,81.0
P00063,NFLX,Equity,65.0
P00063,KO,Equity,79.0
P00064,MSFT,Equity,16.0
P00064,V,Equity,49.0
P00064,HYG,Bonds,82.0
P00064,PEP,Equity,77.0
P00064,AMZN,Equity,68.0
P00065,LQD,Bonds,169.0
P00065,JPM,Equity,40.0
P00065,V,Equity,36.0
P00065,NVDA,Equity,25.0
P00065,AAPL,Equity,9.0
P00066,JPM,Equity,69.0
P00066,GOOGL,Equity,65.0
P00066,AGG,Bonds,199.0
P00066,HYG,Bonds,199.0
P00066,INTC,Equity,46.0
P00066,PEP,Equity,62.0
P00066,CASH,Cash,18922.93
P00066,CRM,Equity,68.0
P00067,HD,Equity,23.0
P00067,LQD,Bonds,95.0
P00067,GOOGL,Equity,14.0
P00067,META,Equity,76.0
P00067,CSCO,Equity,50.0
P00067,CASH,Cash,4958.53
P00067,IEF,Bonds,137.0
P00068,JPM,Equity,51.0
P00068,V,Equity,31.0
P00068,AGG,Bonds,31.0
P00068,GOOGL,Equity,55.0
P00068,CSCO,Equity,44.0
P00068,CASH,Cash,15560.21
P00068,IEF,Bonds,108.0
P00068,AMZN,Equity,68.0
P00068,KO,Equity,46.0
P00069,LQD,Bonds,116.0
P00069,TMO,Equity,70.0
P00069,PEP,Equity,35.0
P00069,CASH,Cash,3113.3
P00069,AMZN,Equity,7.0
P00070,GOOGL,Equity,61.0
P00070,TLT,Bonds,127.0
P00070,PEP,Equity,57.0
P00070,TMO,Equity,20.0
P00070,CSCO,Equity,15.0
P00070,COST,Equity,6.0
P00070,HYG,Bonds,76.0
P00070,CASH,Cash,12003.39
P00070,ADBE,Equity,34.0
P00070,BND,Bonds,93.0
P00071,LQD,Bonds,181.0
P00071,ORCL,Equity,31.0
P00071,UNH,Equity,43.0
P00071,COST,Equity,63.0
P00071,CRM,Equity,34.0
P00071,ADBE,Equity,51.0
P00071,BND,Bonds,173.0
P00072,LQD,Bonds,190.0
P00072,V,Equity,16.0
P00072,UNH,Equity,74.0
P00072,CSCO,Equity,41.0
P00072,CRM,Equity,24.0
P00072,AMZN,Equity,39.0
P00072,BND,Bonds,196.0
P00072,KO,Equity,41.0
P00073,LQD,Bonds,72.0
P00073,JPM,Equity,52.0
P00073,AGG,Bonds,55.0
P00073,META,Equity,10.0
P00073,PEP,Equity,14.0
P00073,HYG,Bonds,34.0
P00073,COST,Equity,16.0
P00073,CASH,Cash,3207.13
P00073,ADBE,Equity,53.0
P00073,KO,Equity,18.0
P00074,LQD,Bonds,75.0
P00074,JPM,Equity,72.0
P00074,V,Equity,40.0
P00074,TMO,Equity,55.0
P00074,CASH,Cash,3860.24
P00074,ADBE,Equity,19.0
P00074,AMZN,Equity,8.0
P00074,BND,Bonds,42.0
P00074,NFLX,Equity,25.0
P00075,HD,Equity,18.0
P00075,LQD,Bonds,26.0
P00075,V,Equity,14.0
P00075,GOOGL,Equity,39.0
P00075,AGG,Bonds,49.0
P00075,PEP,Equity,32.0
P00075,HYG,Bonds,105.0
P00075,AAPL,Equity,56.0
P00075,CASH,Cash,1266.59
P00075,ADBE,Equity,64.0
P00075,AMZN,Equity,52.0
P00075,KO,Equity,11.0
P00076,ORCL,Equity,70.0
P00076,AGG,Bonds,184.0
P00076,TLT,Bonds,21.0
P00076,UNH,Equity,25.0
P00076,PEP,Equity,65.0
P00076,NVDA,Equity,61.0
P00076,COST,Equity,18.0
P00076,CASH,Cash,4582.31
P00076,CRM,Equity,32.0
P00076,IEF,Bonds,102.0
P00077,JPM,Equity,51.0
P00077,ORCL,Equity,32.0
P00077,UNH,Equity,39.0
P00077,META,Equity,61.0
P00077,CSCO,Equity,7.0
P00077,HYG,Bonds,57.0
P00077,CASH,Cash,14410.32
P00077,BND,Bonds,180.0
P00078,HD,Equity,43.0
P00078,JPM,Equity,44.0
P00078,V,Equity,13.0
P00078,AGG,Bonds,95.0
P00078,ORCL,Equity,44.0
P00078,PEP,Equity,23.0
P00078,META,Equity,25.0
P00078,NVDA,Equity,33.0
P00078,IEF,Bonds,13.0
P00079,MSFT,Equity,29.0
P00079,HD,Equity,20.0
P00079,ORCL,Equity,29.0
P00079,NVDA,Equity,13.0
P00079,HYG,Bonds,179.0
P00079,INTC,Equity,49.0
P00079,CASH,Cash,13742.5
P00079,IEF,Bonds,159.0
P00079,ADBE,Equity,42.0
P00080,MSFT,Equity,11.0
P00080,UNH,Equity,45.0
P00080,META,Equity,49.0
P00080,COST,Equity,60.0
P00080,CASH,Cash,8917.36
P00080,CRM,Equity,14.0
P00080,IEF,Bonds,63.0
P00080,AMZN,Equity,32.0
P00080,BND,Bonds,132.0
P00081,MSFT,Equity,47.0
P00081,HD,Equity,31.0
P00081,ORCL,Equity,78.0
P00081,V,Equity,50.0
P00081,TLT,Bonds,55.0
P00081,NVDA,Equity,12.0
P00081,INTC,Equity,16.0
P00081,CSCO,Equity,23.0
P00081,CASH,Cash,3633.29
P00081,IEF,Bonds,45.0
P00081,BND,Bonds,64.0
P00082,MSFT,Equity,18.0
P00082,HD,Equity,72.0
P00082,JPM,Equity,11.0
P00082,TLT,Bonds,109.0
P00082,TMO,Equity,35.0
P00082,INTC,Equity,78.0
P00082,HYG,Bonds,31.0
P00082,CASH,Cash,8258.18
P00082,CRM,Equity,77.0
P00082,IEF,Bonds,174.0
P00082,NFLX,Equity,66.0
P00083,ORCL,Equity,24.0
P00083,V,Equity,17.0
P00083,META,Equity,55.0
P00083,CSCO,Equity,74.0
P00083,CASH,Cash,11356.88
P00083,IEF,Bonds,118.0
P00083,CRM,Equity,25.0
P00083,AMZN,Equity,62.0
P00083,BND,Bonds,45.0
P00084,HD,Equity,29.0
P00084,LQD,Bonds,90.0
P00084,V,Equity,43.0
P00084,GOOGL,Equity,23.0
P00084,AGG,Bonds,31.0
P00084,TLT,Bonds,126.0
P00084,INTC,Equity,26.0
P00084,TMO,Equity,48.0
P00084,COST,Equity,16.0
P00084,CASH,Cash,9882.23
P00084,CRM,Equity,44.0
P00084,AMZN,Equity,8.0
P00085,MSFT,Equity,30.0
P00085,UNH,Equity,15.0
P00085,NVDA,Equity,9.0
P00085,CSCO,Equity,79.0
P00085,CASH,Cash,6785.9
P00085,IEF,Bonds,163.0
P00086,HD,Equity,24.0
P00086,INTC,Equity,56.0
P00086,CSCO,Equity,62.0
P00086,CRM,Equity,49.0
P00086,IEF,Bonds,99.0
P00086,BND,Bonds,88.0
P00086,KO,Equity,31.0
P00087,MSFT,Equity,74.0
P00087,AGG,Bonds,167.0
P00087,TMO,Equity,77.0
P00087,HYG,Bonds,33.0
P00087,CSCO,Equity,59.0
P00087,CASH,Cash,18797.64
P00087,CRM,Equity,18.0
P00087,ADBE,Equity,9.0
P00087,AMZN,Equity,60.0
P00088,MSFT,Equity,48.0
P00088,V,Equity,68.0
P00088,TLT,Bonds,36.0
P00088,UNH,Equity,64.0
P00088,INTC,Equity,20.0
P00088,AAPL,Equity,17.0
P00088,CASH,Cash,3703.18
P00088,BND,Bonds,164.0
P00088,NFLX,Equity,54.0
P00089,LQD,Bonds,109.0
P00089,V,Equity,31.0
P00089,AGG,Bonds,176.0
P00089,GOOGL,Equity,34.0
P00089,META,Equity,66.0
P00089,TMO,Equity,37.0
P00089,INTC,Equity,33.0
P00089,CSCO,Equity,39.0
P00089,COST,Equity,27.0
P00089,ADBE,Equity,61.0
P00089,AMZN,Equity,42.0
P00089,BND,Bonds,54.0
P00090,MSFT,Equity,72.0
P00090,HD,Equity,33.0
P00090,LQD,Bonds,113.0
P00090,ORCL,Equity,72.0
P00090,GOOGL,Equity,51.0
P00090,AGG,Bonds,32.0
P00090,HYG,Bonds,188.0
P00090,CASH,Cash,12740.31
P00090,CRM,Equity,30.0
P00090,NFLX,Equity,15.0
P00090,KO,Equity,64.0
P00091,MSFT,Equity,51.0
P00091,LQD,Bonds,111.0
P00091,ORCL,Equity,72.0
P00091,GOOGL,Equity,64.0
P00091,AGG,Bonds,38.0
P00091,JPM,Equity,28.0
P00091,UNH,Equity,23.0
P00091,TMO,Equity,60.0
P00091,AAPL,Equity,7.0
P00091,CRM,Equity,47.0
P00091,BND,Bonds,154.0
P00092,LQD,Bonds,176.0
P00092,GOOGL,Equity,30.0
P00092,V,Equity,66.0
P00092,HYG,Bonds,31.0
P00092,AAPL,Equity,68.0
P00092,CRM,Equity,14.0
P00092,ADBE,Equity,34.0
P00093,ORCL,Equity,64.0
P00093,TLT,Bonds,38.0
P00093,TMO,Equity,22.0
P00093,AAPL,Equity,59.0
P00093,CASH,Cash,14540.71
P00093,IEF,Bonds,131.0
P00093,AMZN,Equity,57.0
P00094,HD,Equity,45.0
P00094,JPM,Equity,23.0
P00094,ORCL,Equity,30.0
P00094,TLT,Bonds,44.0
P00094,UNH,Equity,73.0
P00094,NVDA,Equity,48.0
P00094,TMO,Equity,35.0
P00094,HYG,Bonds,97.0
P00094,CRM,Equity,76.0
P00094,ADBE,Equity,16.0
P00094,BND,Bonds,121.0
P00094,NFLX,Equity,42.0
P00095,AGG,Bonds,126.0
P00095,NVDA,Equity,6.0
P00095,CSCO,Equity,70.0
P00095,CASH,Cash,18676.31
P00095,AMZN,Equity,47.0
P00095,BND,Bonds,142.0
P00095,NFLX,Equity,74.0
P00096,HD,Equity,58.0
P00096,LQD,Bonds,38.0
P00096,UNH,Equity,48.0
P00096,TMO,Equity,50.0
P00096,CSCO,Equity,36.0
P00096,HYG,Bonds,149.0
P00096,AAPL,Equity,75.0
P00096,NVDA,Equity,74.0
P00096,BND,Bonds,95.0
P00096,NFLX,Equity,13.0
P00097,ORCL,Equity,78.0
P00097,V,Equity,67.0
P00097,TLT,Bonds,33.0
P00097,PEP,Equity,74.0
P00097,META,Equity,70.0
P00097,HYG,Bonds,108.0
P00097,COST,Equity,49.0
P00097,CASH,Cash,8280.55
P00097,CRM,Equity,9.0
P00097,ADBE,Equity,30.0
P00097,BND,Bonds,162.0
P00097,KO,Equity,5.0
P00098,LQD,Bonds,73.0
P00098,GOOGL,Equity,34.0
P00098,AGG,Bonds,112.0
P00098,TLT,Bonds,184.0
P00098,INTC,Equity,30.0
P00098,CSCO,Equity,31.0
P00098,NVDA,Equity,60.0
P00098,AAPL,Equity,38.0
P00098,CASH,Cash,4879.79
P00098,ADBE,Equity,38.0
P00098,KO,Equity,15.0
P00099,MSFT,Equity,18.0
P00099,ORCL,Equity,42.0
P00099,V,Equity,36.0
P00099,AGG,Bonds,183.0
P00099,NVDA,Equity,32.0
P00099,TMO,Equity,48.0
P00099,HYG,Bonds,130.0
P00099,AAPL,Equity,5.0
P00099,CASH,Cash,13438.98
P00099,CRM,Equity,18.0
P00099,AMZN,Equity,77.0
P00099,BND,Bonds,38.0
P00100,MSFT,Equity,36.0
P00100,HD,Equity,11.0
P00100,ORCL,Equity,79.0
P00100,V,Equity,42.0
P00100,AGG,Bonds,123.0
P00100,TLT,Bonds,22.0
P00100,COST,Equity,61.0
P00100,IEF,Bonds,49.0
